Chip,Fiber,Order,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2,PolyfitRMS,Status
GREEN,SKY,0,,,,,,,,,,missing
GREEN,SCI1,0,27.709811281115613,-0.0041575463292380386,-1.4318263357545572e-06,1.3817248691106107e-10,7.281382066646799,7.5041478237541,0.0,2866.0,0.04502624382587861,partial
GREEN,SCI2,0,46.0951605072668,-0.0046396780046753915,-9.709501681463565e-07,5.992807711954635e-11,8.122469995547087,8.366834116408668,0.0,4079.0,0.08069998223702529,full
GREEN,SCI3,0,64.86034674492593,-0.004775137845965403,-8.105619881328295e-07,2.8894928410796075e-11,8.366834116408668,6.5787291562647425,0.0,4079.0,0.04486750207132758,full
GREEN,CAL,0,80.33179277232941,-0.004752471140487437,-8.826105453304462e-07,4.058761399946102e-11,4.684684002341912,5.732505533262666,0.0,4079.0,0.07224171872539767,full
GREEN,SKY,1,94.72237937052735,-0.0047940648508179706,-7.568504068711848e-07,2.507531034305021e-11,6.193536930574368,8.658355477108683,0.0,4079.0,0.04696068248687694,full
GREEN,SCI1,1,115.37668927424345,-0.004958256647217068,-7.428689293021186e-07,2.7614183116240525e-11,7.241698153953079,7.641346731704403,0.0,4079.0,0.038732022891876126,full
GREEN,SCI2,1,133.64059058117147,-0.004717182994907341,-7.728578229296493e-07,3.0331040991454695e-11,8.13195065346401,8.388824434706237,0.0,4079.0,0.039283326840332186,full
GREEN,SCI3,1,152.41823945058394,-0.004693707897553388,-7.493145440464605e-07,2.6595484205215524e-11,8.276878004684159,6.60040935698175,0.0,4079.0,0.04248271160194764,full
GREEN,CAL,1,167.9336452631822,-0.004800975077504455,-7.628630221791084e-07,3.189321075104777e-11,4.574720385309584,4.707591634211287,0.0,4079.0,0.07656935145068339,full
GREEN,SKY,2,183.5869327258371,-0.004571342868966536,-7.789447523710273e-07,3.74661841684209e-11,6.826643731327451,8.939547420242452,0.0,4079.0,0.037750632504185894,full
GREEN,SCI1,2,204.19765159619465,-0.004765667336429079,-7.347300918898147e-07,3.450016201347405e-11,7.3031959700108375,7.337863255565669,0.0,4079.0,0.03436033689064967,full
GREEN,SCI2,2,222.5188827574097,-0.004571535094040907,-7.595887276326873e-07,3.819052886551126e-11,8.160615580607526,8.392651663010824,0.0,4079.0,0.033202717601141574,full
GREEN,SCI3,2,241.30418608343135,-0.004557078453140788,-7.290285473711307e-07,3.3214812454164336e-11,8.364364809885258,6.584887643108601,0.0,4079.0,0.03688629847555411,full
GREEN,CAL,2,256.64619716423493,-0.004487453696093976,-8.007221762690695e-07,4.412168908454871e-11,4.656316296801231,4.561357686579781,0.0,4079.0,0.07909416409444378,full
GREEN,SKY,3,273.87778090452906,-0.004477938051468421,-7.336049340148704e-07,3.950336359923493e-11,7.6157918701470635,9.1710492335597,0.0,4079.0,0.04018726527003721,full
GREEN,SCI1,3,294.4568158384641,-0.004671602522893831,-6.85655940331419e-07,3.6287767916228514e-11,7.340406216931463,7.3518681932482295,0.0,4079.0,0.033239660299040755,full
GREEN,SCI2,3,312.7735189832249,-0.004440197397816909,-7.29684946942181e-07,4.1985568846997517e-11,8.158351572380411,8.401502892422826,0.0,4079.0,0.033091912364537526,full
GREEN,SCI3,3,331.58093340120996,-0.004469845184071176,-6.77512348938117e-07,3.4252260378374213e-11,8.401502892422826,6.5827810433660545,0.0,4079.0,0.03265114925607914,full
GREEN,CAL,3,346.93238673650427,-0.00447668149394937,-7.094866686571008e-07,3.9769102882997074e-11,4.780454641614948,4.323217609653304,0.0,4079.0,0.07760878800750641,full
GREEN,SKY,4,365.5361454613121,-0.004349807452103538,-7.011692734126404e-07,4.3514857877833094e-11,8.301879362403923,8.619662935289881,0.0,4079.0,0.034085912892297086,full
GREEN,SCI1,4,386.1037545692607,-0.00454921351291778,-6.534883641732137e-07,4.065807515925339e-11,7.217714765394279,7.60834581117885,0.0,4079.0,0.03197066379066483,full
GREEN,SCI2,4,404.4495302023993,-0.004362006002538354,-6.724105505896237e-07,4.239020110626588e-11,8.1728878165693,8.39796515353109,0.0,4079.0,0.031173991750463117,full
GREEN,SCI3,4,423.24546050946145,-0.004333621182898711,-6.569946051584645e-07,4.048942306341325e-11,8.36063160224994,6.559285971448958,0.0,4079.0,0.030459311516777266,full
