Chip,Fiber,Order,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2,PolyfitRMS,Status
GREEN,SKY,0,22.474508733067864,-0.006558767827977137,1.8145971637209635e-06,-8.481296135258164e-10,8.913747235141926,8.211816296186708,0.0,2093.0,0.34187128617208745,partial
GREEN,SCI1,0,42.60661068836407,-0.004958451362115698,-8.559278083318539e-07,2.8395849272069912e-11,7.930506462841322,7.820823800487908,0.0,4079.0,0.11963970353660872,full
GREEN,SCI2,0,60.98512084962723,-0.004763133766056569,-9.145999007408091e-07,4.2100966535329234e-11,8.189255080631579,8.35163509291802,0.0,4079.0,0.0418373694402818,full
GREEN,SCI3,0,79.68839103546327,-0.004699752239804481,-9.264189847686676e-07,4.623270169169154e-11,7.696239443406944,7.005141958482611,0.0,4079.0,0.03534061377010837,full
GREEN,CAL,0,96.03757439792986,-0.004937726445677704,-7.736544032957497e-07,1.809051555239211e-11,4.806496873271366,5.415505893406504,0.0,4079.0,0.06318428681244263,full
GREEN,SKY,1,109.91282196604867,-0.004727427988678253,-8.88799989296473e-07,4.4910251729308014e-11,5.937623784059404,8.4749473943691,0.0,4079.0,0.0371780683923664,full
GREEN,SCI1,1,130.1222132620066,-0.004826642879991452,-8.653710085106604e-07,4.483196904573051e-11,7.989435983303031,8.024969913879314,0.0,4079.0,0.033713655648707035,full
GREEN,SCI2,1,148.5033237334313,-0.004594092818254553,-9.004148455225967e-07,4.837854497825845e-11,8.190555235712353,8.367038039554473,0.0,4079.0,0.03613487899227305,full
GREEN,SCI3,1,167.23739981254025,-0.004545946803058804,-8.889347367034214e-07,4.611979510824699e-11,7.869834678938727,7.033524183872885,0.0,4079.0,0.03756913524632494,full
GREEN,CAL,1,183.60615459694955,-0.004933421693113631,-6.641527465386095e-07,9.855346971084244e-12,4.924077654652348,4.321526835359929,0.0,4079.0,0.06035915876072629,full
GREEN,SKY,2,198.83033027770918,-0.004642616673391104,-8.225084820864102e-07,4.302130805542497e-11,6.6120878403798145,8.794923074271901,0.0,4079.0,0.04472047221569133,full
GREEN,SCI1,2,219.00215898763682,-0.004721480626664315,-8.098244596046767e-07,4.3998742476562695e-11,7.88421580502582,8.055646496708672,0.0,4079.0,0.0422426510459461,full
GREEN,SCI2,2,237.41359366585203,-0.004545641655732178,-8.228123768921379e-07,4.519190434243532e-11,8.205717339107608,8.384632886095403,0.0,4079.0,0.03915705188075052,full
GREEN,SCI3,2,256.18285943804284,-0.004528593713493477,-7.971356801887932e-07,4.11784680684219e-11,7.753187948867719,6.998581545093927,0.0,4079.0,0.04019517180001155,full
GREEN,CAL,2,272.458071922339,-0.004833182415068248,-6.046227231354264e-07,8.191945099032523e-12,4.510240251955521,4.569066354921936,0.0,4079.0,0.05914068450796346,full
GREEN,SKY,3,289.1372644076861,-0.004598489039318986,-7.449836467093519e-07,3.997826050908783e-11,7.339596242673537,8.75875906648007,0.0,4079.0,0.03796779549902594,full
GREEN,SCI1,3,309.283149405433,-0.004682764317164573,-7.263597471610956e-07,4.0280520578477935e-11,7.725461404018771,8.079960173487052,0.0,4079.0,0.03874968422727931,full
GREEN,SCI2,3,327.6704663999418,-0.0044529834002653155,-7.625410167996688e-07,4.375947209847975e-11,8.193658497254404,8.391823058056957,0.0,4079.0,0.044509120822504855,full
GREEN,SCI3,3,346.45414115837787,-0.004454897513380372,-7.30423111936293e-07,3.9128245933641937e-11,7.746543258436227,7.014510736406635,0.0,4079.0,0.042306556578958016,full
GREEN,CAL,3,362.7305164709964,-0.004787359091742296,-5.327476047348485e-07,7.003598888098828e-12,4.52226583787367,4.5496461050696295,0.0,4079.0,0.05575292010317963,full
GREEN,SKY,4,380.84443946715766,-0.004583499785291028,-6.501586468919537e-07,3.4063262310326215e-11,8.056961498080625,8.491940289913632,0.0,4079.0,0.0433244409180539,full
GREEN,SCI1,4,400.95504120812194,-0.00463171156077772,-6.511051326760536e-07,3.751264821652458e-11,8.054698307549929,7.801347432041459,0.0,4079.0,0.04522604822623168,full
GREEN,SCI2,4,419.38851878239825,-0.004500682188816033,-6.357031612145067e-07,3.35978087263435e-11,8.216738787138155,8.376296872739402,0.0,4079.0,0.04849997708842569,full
GREEN,SCI3,4,438.14111252787706,-0.0044173104428136675,-6.463108378159601e-07,3.522535380746675e-11,7.881040926090339,7.006935730687616,0.0,4079.0,0.043212269758374375,full
GREEN,CAL,4,454.3815196688395,-0.004691252881337306,-4.857258914539444e-07,8.98335980152256e-12,4.568148345681282,4.657911410904875,0.0,4079.0,0.05188989759841096,full
GREEN,SKY,5,473.9666663861142,-0.00459278922658244,-5.420750264545904e-07,2.7173384146919413e-11,8.792573358637355,8.611476574800498,0.0,4079.0,0.04171188622079166,full
GREEN,SCI1,5,494.0533778057035,-0.004585328375486255,-5.705282508368908e-07,3.403695443663904e-11,8.004660708634876,7.994589748419992,0.0,4079.0,0.04379357666420538,full
GREEN,SCI2,5,512.4989048579638,-0.004475093812982486,-5.360760539134866e-07,2.66329787229705e-11,8.222763526130137,8.378641797483795,0.0,4079.0,0.042173066367343796,full
GREEN,SCI3,5,531.2561884529314,-0.004374787353786168,-5.630222184567059e-07,3.130778870299326e-11,7.960160703154059,7.035724934367977,0.0,4079.0,0.0406958066071207,full
GREEN,CAL,5,547.5018591413484,-0.004687089359569124,-3.931838638486037e-07,6.162632202278611e-12,4.546529299605297,4.546852034008261,0.0,4079.0,0.051900072938785624,full
GREEN,SKY,6,568.5170749144825,-0.0045160746104320176,-4.757435534668958e-07,2.634602586433613e-11,8.886885064421362,8.685926621070028,0.0,4079.0,0.04478526945301256,full
GREEN,SCI1,6,588.6302044800125,-0.004573606459213839,-4.738779746652913e-07,2.8833369483773394e-11,7.98524853107778,7.992330228573625,0.0,4079.0,0.04518228590082023,full
GREEN,SCI2,6,607.057755128403,-0.00439767512369679,-4.7442117431234573e-07,2.659290754026655e-11,8.21377532419524,8.387226598796587,0.0,4079.0,0.046354382374884005,full
GREEN,SCI3,6,625.8322083259961,-0.004328911242626405,-4.822728807821598e-07,2.8234544230587745e-11,7.989506538568552,7.028784245882832,0.0,4079.0,0.04215236873809992,full
GREEN,CAL,6,642.0664819116805,-0.00463083499151686,-3.2344149871333014e-07,4.8384323204810365e-12,4.629738586486777,4.59086471763265,0.0,4079.0,0.05304182876354832,full
GREEN,SKY,7,664.58168622247,-0.004451699885672933,-4.115425530939809e-07,2.6529647064048014e-11,8.959945366416779,8.669969674883474,0.0,4079.0,0.04302481562237747,full
GREEN,SCI1,7,684.6847246467862,-0.004518549776881818,-4.001082763789682e-07,2.7161833752072918e-11,7.9109538799188055,8.103093929138025,0.0,4079.0,0.042137836616349136,full
GREEN,SCI2,7,703.1327888618681,-0.004357932427920439,-3.9294282134540986e-07,2.369251819166098e-11,8.22403210754095,8.392941331517079,0.0,4079.0,0.044638415385579125,full
GREEN,SCI3,7,721.9186715249023,-0.004298832202749019,-3.9707652865923506e-07,2.4992105348470538e-11,7.966192863904549,7.013929505335966,0.0,4079.0,0.043801417486336536,full
GREEN,CAL,7,738.1067199673482,-0.004565355073700343,-2.4624912040771424e-07,1.673903119985921e-12,4.619825018182624,4.50637482657518,0.0,4079.0,0.05395122353577474,full
GREEN,SKY,8,762.1788861449907,-0.004415769028025537,-3.263863949561132e-07,2.303992834165116e-11,8.870355765148059,8.77050929037372,0.0,4079.0,0.04192779927254266,full
GREEN,SCI1,8,782.270887351847,-0.004455398299989982,-3.3510388592145944e-07,2.7412767785796676e-11,7.932674627202624,8.054122980618871,0.0,4079.0,0.038639145796693974,full
GREEN,SCI2,8,800.7123354335577,-0.004266577685825417,-3.4284703025089704e-07,2.618968018531396e-11,8.220724040855316,8.406665658936845,0.0,4079.0,0.04465166818591586,full
GREEN,SCI3,8,819.5256667514313,-0.004243609327743443,-3.289099967423636e-07,2.4930190665638586e-11,7.971492966868247,7.015057356747263,0.0,4079.0,0.0371152852705742,full
GREEN,CAL,8,835.6850853045586,-0.004476220504821874,-2.0195840140912916e-07,6.06721566255271e-12,4.613743221330972,4.557035765381376,0.0,4079.0,0.061398102548169374,full
GREEN,SKY,9,861.340977901557,-0.004402926605101288,-2.346418527703395e-07,1.9136446938165272e-11,8.747200770796082,8.719392971038584,0.0,4079.0,0.036157431925985514,full
GREEN,SCI1,9,881.4232074745187,-0.004435932503257151,-2.33497259263791e-07,2.086087066294036e-11,7.927132946155869,7.988387057576428,0.0,4079.0,0.03592978033150876,full
GREEN,SCI2,9,899.8795606996233,-0.004255648624985672,-2.3399388884334667e-07,1.8714945388416315e-11,8.228176612552318,8.4053072431322,0.0,4079.0,0.03307569752161051,full
GREEN,SCI3,9,918.6901751858877,-0.00422971398770199,-2.222065857750143e-07,1.7740622750559075e-11,8.00821915342436,7.014715252831934,0.0,4079.0,0.03761129296930271,full
GREEN,CAL,9,934.8389830323517,-0.004417127412912784,-1.328202341907103e-07,6.081862240997001e-12,4.675741673425941,4.549209771398021,0.0,4079.0,0.05627517155066949,full
GREEN,SKY,10,962.0550388372423,-0.004367985259089485,-1.3680344028775482e-07,1.3726147932773726e-11,8.833830027543835,8.873551892247818,0.0,4079.0,0.033152230649101694,full
GREEN,SCI1,10,982.1771675841258,-0.004411972121074281,-1.3852873651081712e-07,1.6473876912375117e-11,7.9120374647586305,8.048994533257908,0.0,4079.0,0.029419358065618045,full
GREEN,SCI2,10,1000.6313029431743,-0.004216054554506673,-1.4352812033181856e-07,1.4802054257181387e-11,8.227067679524282,8.410783591693018,0.0,4079.0,0.03331421189071862,full
GREEN,SCI3,10,1019.4528701265604,-0.0041781722984994395,-1.3636302033819493e-07,1.4144926256810948e-11,8.090103561025145,7.00635070395515,0.0,4079.0,0.029618875370071632,full
GREEN,CAL,10,1035.5967234218185,-0.004321943311646069,-9.31462142175242e-08,1.210689400138365e-11,4.51890742040216,4.63474198004315,0.0,4079.0,0.059089603322756555,full
GREEN,SKY,11,1064.411343630666,-0.004279255097046917,-7.500223607505237e-08,1.5083527704135666e-11,8.801784619088716,8.810981241213263,0.0,4079.0,0.035009163552119436,full
GREEN,SCI1,11,1084.5596809758906,-0.004345159360479361,-6.651361667164254e-08,1.5904834221075738e-11,7.895234220640154,8.04777633549173,0.0,4079.0,0.028716905734416893,full
GREEN,SCI2,11,1103.0631441942037,-0.00421200208439791,-3.9242975831768624e-08,9.325399762794793e-12,8.251731609156536,8.410183214384006,0.0,4079.0,0.02697450065386037,full
GREEN,SCI3,11,1121.8835106229717,-0.004134160835104151,-5.923343981065339e-08,1.3586468133185076e-11,8.026089356904029,6.99612407450752,0.0,4079.0,0.030322120509020212,full
GREEN,CAL,11,1137.9644659835947,-0.004221536304561306,-3.921456167245598e-08,1.4336166681365688e-11,4.6314782558199745,4.611163905097903,0.0,4079.0,0.05760352555739629,full
GREEN,SKY,12,1168.5004733256449,-0.004247720164444304,1.6300739623264472e-08,1.151390204645863e-11,8.84348863738371,8.976415518004996,0.0,4079.0,0.03236337110126778,full
GREEN,SCI1,12,1188.6403934371804,-0.004300201692171121,1.4961047877827465e-08,1.400001122105662e-11,7.8868603519854314,8.140563072867009,0.0,4079.0,0.02738343317745336,full
GREEN,SCI2,12,1207.1391493242932,-0.00413044396975688,2.2163411198432043e-08,1.0417166159126585e-11,8.249377943556397,8.413225593153811,0.0,4079.0,0.030711269501734383,full
GREEN,SCI3,12,1225.9656005106008,-0.004068041335034636,1.9164544341644228e-08,1.1085539552913073e-11,8.01425124347082,6.980465662913048,0.0,4079.0,0.02924997223545664,full
GREEN,CAL,12,1242.0573057401905,-0.004141724264589427,9.0354700047411e-09,1.8669963272127264e-11,4.661069609183761,4.686841614748761,0.0,4079.0,0.05863398271896558,full
GREEN,SKY,13,1274.3043276031276,-0.0041985223896030405,9.604069331755424e-08,9.666289961613108e-12,8.775664534693998,8.888701146433256,0.0,4079.0,0.03369629806221433,full
GREEN,SCI1,13,1294.4382770984541,-0.004259253928120419,9.91504954514467e-08,1.1765395074636005e-11,7.81350491180453,8.048793836239232,0.0,4079.0,0.02882118818462209,full
GREEN,SCI2,13,1312.935880192928,-0.004039691592809093,7.821629715439467e-08,1.2820407810201368e-11,8.248801547236894,8.423343425407552,0.0,4079.0,0.025838565433864483,full
GREEN,SCI3,13,1331.782567043743,-0.004008448923792214,8.954530295319096e-08,1.1722485030447795e-11,8.030660335131458,6.969993030843511,0.0,4079.0,0.023620453692139828,full
