Chip,Fiber,Order,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2,PolyfitRMS,Status
GREEN,SKY,0,,,,,,,,,,missing
GREEN,SCI1,0,27.667179486214806,-0.0042016996563936015,-1.352202420018748e-06,1.1945810067573613e-10,7.185443208919624,7.506278795901409,0.0,2882.0,0.0393660874799077,partial
GREEN,SCI2,0,45.93586079086167,-0.004544955964431817,-9.829973839685353e-07,5.792901610809849e-11,8.090645959997756,8.371701005362347,0.0,4079.0,0.059605405809359906,full
GREEN,SCI3,0,64.71741558837951,-0.004690517516461602,-8.283269727739656e-07,2.8643835388839044e-11,8.280907266512745,6.608008544332517,0.0,4079.0,0.0375171050249361,full
GREEN,CAL,0,80.3027833482168,-0.00470007500298345,-9.077743682492134e-07,4.353401059467176e-11,4.734304208455106,4.771047036938003,0.0,4079.0,0.07357653573226286,full
GREEN,SKY,1,94.85577837697511,-0.004932379339939345,-6.704336125510687e-07,1.1044532102041447e-11,6.245808546152375,8.717176774608182,0.0,4079.0,0.050663859325644316,full
GREEN,SCI1,1,115.40075086269067,-0.005033814224554158,-6.753585941151576e-07,1.4604805193525365e-11,7.21703169058539,7.617220689770508,0.0,4079.0,0.04418675324239694,full
GREEN,SCI2,1,133.58200074761228,-0.004858047218404718,-6.767307613591002e-07,1.4580459626628136e-11,8.090624942460806,8.374261848849628,0.0,4079.0,0.047140430905478405,full
GREEN,SCI3,1,152.33052444531154,-0.004793083360130671,-6.75420259379952e-07,1.4299913336403682e-11,8.374261848849628,6.619996892296548,0.0,4079.0,0.044323696444363826,full
GREEN,CAL,1,167.91655156548387,-0.004804010535918995,-7.534056766779007e-07,2.940295799083986e-11,4.669998428682574,4.676729507685999,0.0,4079.0,0.07511851035993959,full
GREEN,SKY,2,183.74996217066797,-0.004810877530283778,-6.434150490653946e-07,1.748881776489713e-11,6.916651537208878,8.688114617953131,0.0,4079.0,0.04198951236894336,full
GREEN,SCI1,2,204.2642223983282,-0.004981128199755401,-6.074364224930555e-07,1.4947978340149576e-11,7.312644925164332,7.312333702246696,0.0,4079.0,0.03894405651502635,full
GREEN,SCI2,2,222.47472461956355,-0.004796130035275603,-6.178258023795633e-07,1.5771014110070215e-11,8.105251110617672,8.3926479241874,0.0,4079.0,0.04070225205237532,full
