Chip,Fiber,Order,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2,PolyfitRMS,Status
GREEN,SKY,0,,,,,,,,,,missing
GREEN,SCI1,0,27.920662939986602,-0.004404829565965043,-1.1743690374535774e-06,7.837325963689699e-11,7.382136554609557,7.181968225870689,0.0,2878.0,0.09150937567280087,partial
GREEN,SCI2,0,46.15099274667372,-0.0043055412284799316,-1.1602565981152274e-06,9.250883594230973e-11,8.11516490334356,8.293185398361784,0.0,4079.0,0.09865393917727212,full
GREEN,SCI3,0,65.09493081556364,-0.004832845981822121,-7.93352250284819e-07,2.8982973792821924e-11,8.281609896819436,6.539373156417991,0.0,4079.0,0.08570591208396706,full
GREEN,CAL,0,80.58976079673906,-0.004932652549293473,-7.837025798385185e-07,2.64850696525269e-11,5.10791138314135,5.439098101063841,0.0,4079.0,0.08409793869817697,full
GREEN,SKY,1,94.8566119874502,-0.004703800674018658,-8.066331148581964e-07,3.48039894058067e-11,6.133425595355568,8.931032430840698,0.0,4079.0,0.07425541137851575,full
GREEN,SCI1,1,115.45604283396706,-0.0048006261048160045,-8.12713564423144e-07,4.01220812917138e-11,7.2221050005891305,7.316096537057042,0.0,4079.0,0.07622912119362037,full
GREEN,SCI2,1,133.7500813426881,-0.004621199841366347,-8.138145064226845e-07,3.8062337294367996e-11,8.147019254360522,8.373965479587532,0.0,4079.0,0.07346784055784122,full
GREEN,SCI3,1,152.58289871288295,-0.004825866484831122,-6.3209945910539e-07,4.5636262181703246e-12,8.373965479587532,6.607607775458106,0.0,4079.0,0.07629806334801359,full
GREEN,CAL,1,168.0059858089683,-0.0048467725226970185,-6.940435172871729e-07,1.9892586988958098e-11,4.7719087625366985,4.874205333930945,0.0,4079.0,0.08019489127783913,full
GREEN,SKY,2,183.65059256444124,-0.004520588460263203,-7.624989055531574e-07,3.221614502120315e-11,6.822303377736475,8.925554023165262,0.0,4079.0,0.063148425700949,full
GREEN,SCI1,2,204.29253425235234,-0.00467077361961746,-7.818385991129671e-07,4.5027865552037704e-11,7.138270400348237,7.267199685104863,0.0,4079.0,0.06980474160775733,full
GREEN,SCI2,2,222.6902383581973,-0.004699481391168438,-6.525363950977229e-07,2.026544026189125e-11,8.198037536605554,8.349490379553203,0.0,4079.0,0.07185965405250373,full
GREEN,SCI3,2,241.3892191173037,-0.004542149705873023,-7.070175502841024e-07,2.918236512561366e-11,8.349490379553203,6.58476184087742,0.0,4079.0,0.063483638263061,full
GREEN,CAL,2,256.8219634457716,-0.0046277881428302935,-7.195669439057818e-07,3.3635696943825205e-11,5.149622436398954,4.664661079736165,0.0,4079.0,0.07996731245177077,full
GREEN,SKY,3,273.9900564362456,-0.0046039307372128776,-6.183946877920341e-07,1.9757760527249734e-11,7.584046495237004,8.953702333381269,0.0,4079.0,0.060943468842280135,full
GREEN,SCI1,3,294.5446906452265,-0.004641685415498402,-6.670611585710391e-07,3.112926711391458e-11,7.340145954171316,7.215787486441924,0.0,4079.0,0.06862943541654994,full
GREEN,SCI2,3,312.8781739305248,-0.004491230629788341,-6.638506896046721e-07,3.1186626823411365e-11,8.166741642649129,8.41633247568808,0.0,4079.0,0.06405378294500733,full
GREEN,SCI3,3,331.71770452686576,-0.00451896723202544,-6.344165953123384e-07,2.8354124782260156e-11,8.41633247568808,6.525802840671901,0.0,4079.0,0.06184976537660508,full
GREEN,CAL,3,347.05817979300394,-0.004635686254274954,-5.839292484196265e-07,1.8735464247232204e-11,5.185798824994703,4.449633422260264,0.0,4079.0,0.084848125946618,full
GREEN,SKY,4,365.6584498179822,-0.004484678315367227,-6.00325946694313e-07,2.8279576801615406e-11,8.300135012489136,8.832720838510054,0.0,4079.0,0.0659911764531964,full
GREEN,SCI1,4,386.1786251824664,-0.004488372222208352,-6.590416671786324e-07,4.165877860621971e-11,7.204689845052525,7.361050332532484,0.0,4079.0,0.05394585213563492,full
GREEN,SCI2,4,404.5357057664156,-0.004400315535790523,-6.173117206281422e-07,3.399460453367843e-11,8.178540291974599,8.402989011311718,0.0,4079.0,0.06909070340104448,full
GREEN,SCI3,4,423.34168378903905,-0.004352804327179367,-6.19705013539237e-07,3.488133607732449e-11,8.37841142585256,6.556883071571178,0.0,4079.0,0.048722760568670476,full
GREEN,CAL,4,438.6994181072377,-0.004457259428152132,-5.967850992209305e-07,3.194556838565288e-11,4.822350629673934,4.767047057819182,0.0,4079.0,0.06992966859109129,full
GREEN,SKY,5,458.7090328195241,-0.0042718527145870315,-6.312221778605987e-07,4.494713357841009e-11,8.858995916878502,8.860318173393475,0.0,4079.0,0.06880966778724901,full
GREEN,SCI1,5,479.3234879129363,-0.0045326227795920914,-5.416356212464655e-07,3.381562636480112e-11,7.210436728434157,7.391402727700079,0.0,4079.0,0.05127149319380173,full
GREEN,SCI2,5,497.6952132372496,-0.004430526459466285,-4.92350360064454e-07,2.2204531304800342e-11,8.185862662156666,8.386454078862528,0.0,4079.0,0.056391312692276103,full
GREEN,SCI3,5,516.4681213949747,-0.004327886928022034,-5.263947915851762e-07,2.903097920875519e-11,8.386454078862528,6.540774239805785,0.0,4079.0,0.046327752067074755,full
GREEN,CAL,5,531.8289668591484,-0.004487089851759512,-4.680220677070081e-07,2.017359202634116e-11,4.820110381465465,4.586393411226933,0.0,4079.0,0.07517893923483332,full
GREEN,SKY,6,553.313483154562,-0.004316908774839496,-4.864958733942587e-07,2.9083215596528904e-11,8.612107318436248,8.846744995002984,0.0,4079.0,0.052162317383687866,full
