4469.487482775782  1.0
4470.495206448418  1.0
4471.100813946687  1.0
4471.301039882537  1.0
4471.7052180587125  1.0
4471.907459527114  1.0
4472.108772045331  1.0
4472.511723066076  1.0
4472.714050179855  1.0
4472.916218859975  1.0
4473.118005974419  1.0
4473.319819333122  1.0
4473.7230621092385  1.0
4473.924721178257  1.0
4474.127374881622  1.0
4474.3292815060295  1.0
4474.530932853406  1.0
4474.733036729884  1.0
4474.934850341915  1.0
4475.136845143347  1.0
4475.3382747955175  1.0
4475.540747573221  1.0
4475.74322752038  1.0
4475.945598964018  1.0
4476.147884440052  1.0
4476.349587280388  1.0
4476.552088606388  1.0
4476.754102709629  1.0
4476.955918671632  1.0
4477.158553796762  1.0
4477.36043306022  1.0
4477.563072595115  1.0
4477.7648979610385  1.0
4477.967282289619  1.0
4478.169364861287  1.0
4478.371791850583  1.0
4478.574626656614  1.0
4478.776857992501  1.0
4478.978397012489  1.0
4479.181288201782  1.0
4479.383828447775  1.0
4479.5859348102285  1.0
4479.788684475445  1.0
4479.991490711785  1.0
4480.193320357662  1.0
4480.396170031162  1.0
4480.598989941045  1.0
4480.801398365396  1.0
4481.004100347448  1.0
4481.206788608593  1.0
4481.409022802566  1.0
4481.611738995931  1.0
4481.814506755732  1.0
4482.017003167582  1.0
4482.2194521752035  1.0
4482.422391439871  1.0
4482.624709226819  1.0
4482.827423160937  1.0
4483.030498675091  1.0
4483.233226520742  1.0
4483.436394168012  1.0
4483.639282279082  1.0
4483.841864746048  1.0
4484.044565877234  1.0
4484.247556864732  1.0
4484.450428312685  1.0
4484.653320574087  1.0
4484.856364541741  1.0
4485.05930861924  1.0
4485.262324158463  1.0
4485.465358620265  1.0
4485.6682404763  1.0
4485.871082996339  1.0
4486.074331262113  1.0
4486.277630730149  1.0
4486.480327046358  1.0
4486.683400874556  1.0
4486.887163794301  1.0
4487.089981621918  1.0
4487.2900231517515  1.0
4487.493345763493  1.0
4487.696701068225  1.0
4487.899884560053  1.0
4488.1028971134665  1.0
4488.306447122447  1.0
4488.509752541639  1.0
4488.712956853757  1.0
4488.91605234387  1.0
4489.119658966028  1.0
4489.323001604005  1.0
4489.5261346146635  1.0
4489.729735775072  1.0
4489.933304672165  1.0
4490.137077376704  1.0
4490.34016134671  1.0
4490.543197436592  1.0
4490.746648692369  1.0
4490.9507830085495  1.0
4491.153890230505  1.0
4491.357663695028  1.0
4491.561432148149  1.0
4491.764547686589  1.0
4491.968173089852  1.0
4492.1717188303255  1.0
4492.376168370493  1.0
4492.579331175471  1.0
4492.783538263952  1.0
4492.986563717616  1.0
4493.190391542514  1.0
4493.394214959033  1.0
4493.59766667714  1.0
4493.80171058586  1.0
4494.004842812327  1.0
4494.209009174876  1.0
4494.616872242542  1.0
4494.8206169968325  1.0
4495.228225785162  1.0
4495.636155826596  1.0
4495.839998989162  1.0
4496.247778576162  1.0
4496.655745545497  1.0
4496.859591176031  1.0
4497.2674779250565  1.0
4511.388791854571  1.0
4511.59411638858  1.0
4511.799387656993  1.0
4512.004942471844  1.0
4512.210069221156  1.0
4512.415606397624  1.0
4512.620767167935  1.0
4512.826189673411  1.0
4513.031846361632  1.0
4513.237254832071  1.0
4513.442526423137  1.0
4513.648472560835  1.0
4513.85383018805  1.0
4514.0593384156955  1.0
4514.265167557724  1.0
4514.470486137963  1.0
4514.676028510761  1.0
4514.881354391726  1.0
4515.0873094316685  1.0
4515.2928603633945  1.0
4515.498499625376  1.0
4515.704148224727  1.0
4515.9098958316135  1.0
4516.115843608315  1.0
4516.321658205589  1.0
4516.527147408738  1.0
4516.733171874937  1.0
4516.9386077417985  1.0
4517.144894650084  1.0
4517.350482782253  1.0
4517.556327891339  1.0
4517.76238665317  1.0
4517.9682800960245  1.0
4518.174284266708  1.0
4518.37999188807  1.0
4518.586202763991  1.0
4518.792083142595  1.0
