CALTAG, UT_start_date,       UT_end_date,         CALPATH,  comment
1.0,    2000-01-01 00:00:00, 2023-05-17 12:00:00, /data/reference_fits/kpf_20230501_master_flat.fits,
2.0,    2023-05-17 12:00:00, 2024-02-03 00:00:00, /data/reference_fits/kpf_20230730_master_flat.fits,
3.0,    2024-02-03 00:00:01, 2024-11-01 00:00:00, /data/reference_fits/kpf_20240211_master_flat.fits,
4.0,    2024-11-01 00:00:01, 2025-04-01 00:00:00, /data/reference_fits/kpf_20250115_master_flat.fits,
5.0,    2025-04-01 00:00:00, 2040-01-01 00:00:00, /data/reference_fits/kpf_20250506_master_flat.fits,
