CALTAG, UT_start_date,       UT_end_date,         CALPATH,  comment
1.0,    2000-01-01 00:00:00, 2024-02-03 00:00:00, /code/KPF-Pipeline/static/stellarmasks/kpf_etalon_masks_13nov2023.csv,
2.0,    2024-02-03 00:00:01, 3000-01-01 00:00:00, /code/KPF-Pipeline/static/stellarmasks/kpf_etalon_masks_1apr2024.csv,
