CHIP,INDEX,ECHELLE,WAVE
GREEN,19,118,5188.78201
GREEN,19,118,5188.6128
GREEN,19,118,5187.85755
GREEN,19,118,5186.6489
GREEN,19,118,5186.1771
GREEN,19,118,5185.89707
GREEN,19,118,5185.4336
GREEN,19,118,5184.784
GREEN,19,118,5184.5332
GREEN,19,118,5182.1639
GREEN,19,118,5179.9219
GREEN,19,118,5179.7783
GREEN,19,118,5178.40296
GREEN,19,118,5177.84559
GREEN,19,118,5177.3537
GREEN,19,118,5176.76614
GREEN,19,118,5176.24026
GREEN,19,118,5175.8113
GREEN,19,118,5175.6836
GREEN,19,118,5175.11254
GREEN,20,117,5278.96881
GREEN,20,117,5278.61438
GREEN,20,117,5277.8782
GREEN,20,117,5275.8575
GREEN,20,117,5275.58647
GREEN,20,117,5274.5993
GREEN,20,117,5274.39419
GREEN,20,117,5274.1101
GREEN,20,117,5268.17597
GREEN,20,117,5262.93623
GREEN,20,117,5261.56819
GREEN,20,117,5261.2395
GREEN,20,117,5259.82379
GREEN,20,117,5259.6686
GREEN,20,117,5257.0374
GREEN,20,117,5255.7215
GREEN,20,117,5255.5718
GREEN,20,117,5254.0306
GREEN,20,117,5252.3347
GREEN,20,117,5249.1153
GREEN,20,117,5248.65767
GREEN,20,117,5245.2004
GREEN,20,117,5243.5484
GREEN,20,117,5241.6554
GREEN,20,117,5241.0106
GREEN,20,117,5240.27211
GREEN,20,117,5239.3606
GREEN,20,117,5235.5643
GREEN,20,117,5234.68206
GREEN,20,117,5230.4504
GREEN,20,117,5229.68003
GREEN,20,117,5227.9802
GREEN,20,117,5223.7169
GREEN,20,117,5222.37992
GREEN,20,117,5222.1602
GREEN,20,117,5221.7604
GREEN,20,117,5220.563
GREEN,20,117,5219.9799
GREEN,21,116,5324.379
GREEN,21,116,5322.2498
GREEN,21,116,5321.5784
GREEN,21,116,5319.9063
GREEN,21,116,5319.5898
GREEN,21,116,5318.97358
GREEN,21,116,5316.7063
GREEN,21,116,5314.38248
GREEN,21,116,5314.2593
GREEN,21,116,5314.00682
GREEN,21,116,5313.47949
GREEN,21,116,5312.3429
GREEN,21,116,5311.74405
GREEN,21,116,5309.7874
GREEN,21,116,5308.94224
GREEN,21,116,5308.46205
GREEN,21,116,5304.95918
GREEN,21,116,5304.8091
GREEN,21,116,5304.5233
GREEN,21,116,5302.8794
GREEN,21,116,5301.99815
GREEN,21,116,5300.034
GREEN,21,116,5299.75665
GREEN,21,116,5299.21705
GREEN,21,116,5298.8819
GREEN,21,116,5297.75223
GREEN,21,116,5296.5616
GREEN,21,116,5295.87017
GREEN,21,116,5295.5425
GREEN,21,116,5293.28888
GREEN,21,116,5291.3696
GREEN,21,116,5291.0926
GREEN,21,116,5285.1661
GREEN,21,116,5283.8646
GREEN,21,116,5282.53832
GREEN,21,116,5281.555
GREEN,21,116,5280.6644
GREEN,21,116,5278.96881
GREEN,21,116,5278.61438
GREEN,21,116,5277.8782
GREEN,21,116,5275.8575
GREEN,21,116,5275.58647
GREEN,21,116,5274.5993
GREEN,21,116,5274.39419
GREEN,21,116,5274.1101
GREEN,21,116,5271.2592
GREEN,21,116,5268.17597
GREEN,22,115,5372.20302
GREEN,22,115,5370.94013
GREEN,22,115,5370.77481
GREEN,22,115,5364.06648
GREEN,22,115,5363.7425
GREEN,22,115,5362.6468
GREEN,22,115,5361.64066
GREEN,22,115,5361.31762
GREEN,22,115,5360.1962
GREEN,22,115,5357.12586
GREEN,22,115,5356.0908
GREEN,22,115,5354.476
GREEN,22,115,5353.4849
GREEN,22,115,5353.3247
GREEN,22,115,5352.61482
GREEN,22,115,5350.4929
GREEN,22,115,5349.45854
GREEN,22,115,5347.8637
GREEN,22,115,5345.06745
GREEN,22,115,5341.9839
GREEN,22,115,5340.1239
GREEN,22,115,5338.4999
GREEN,22,115,5334.8684
GREEN,22,115,5333.2303
GREEN,22,115,5331.56299
GREEN,22,115,5330.8569
GREEN,22,115,5328.45751
GREEN,22,115,5327.75907
GREEN,22,115,5326.91292
GREEN,22,115,5326.6253
GREEN,22,115,5324.8823
GREEN,22,115,5324.379
GREEN,22,115,5322.2498
GREEN,22,115,5321.5784
GREEN,22,115,5319.9063
GREEN,22,115,5319.5898
GREEN,22,115,5318.97358
GREEN,22,115,5316.7063
GREEN,22,115,5314.38248
GREEN,22,115,5314.2593
GREEN,22,115,5314.00682
GREEN,22,115,5313.47949
GREEN,22,115,5312.3429
GREEN,22,115,5311.74405
GREEN,22,115,5309.7874
GREEN,22,115,5308.94224
GREEN,23,114,5419.7281
GREEN,23,114,5419.3146
GREEN,23,114,5418.99173
GREEN,23,114,5417.02805
GREEN,23,114,5415.4236
GREEN,23,114,5412.27297
GREEN,23,114,5409.1569
GREEN,23,114,5408.2581
GREEN,23,114,5404.70145
GREEN,23,114,5401.6471
GREEN,23,114,5401.1231
GREEN,23,114,5400.67548
GREEN,23,114,5400.4231
GREEN,23,114,5400.20245
GREEN,23,114,5399.7051
GREEN,23,114,5397.613
GREEN,23,114,5396.26057
GREEN,23,114,5395.47153
GREEN,23,114,5394.07208
GREEN,23,114,5392.5745
GREEN,23,114,5389.54873
GREEN,23,114,5388.6501
GREEN,23,114,5388.2879
GREEN,23,114,5388.10825
GREEN,23,114,5385.5325
GREEN,23,114,5384.42417
GREEN,23,114,5382.867
GREEN,23,114,5380.6061
GREEN,23,114,5380.33138
GREEN,23,114,5378.27603
GREEN,23,114,5377.2641
GREEN,23,114,5376.84719
GREEN,23,114,5376.4937
GREEN,23,114,5376.31636
GREEN,23,114,5374.19685
GREEN,23,114,5372.6172
GREEN,23,114,5372.20302
GREEN,23,114,5370.94013
GREEN,23,114,5370.77481
GREEN,23,114,5364.06648
GREEN,23,114,5363.7425
GREEN,23,114,5362.6468
GREEN,23,114,5361.64066
GREEN,23,114,5361.31762
GREEN,23,114,5360.1962
GREEN,23,114,5357.12586
GREEN,23,114,5356.0908
GREEN,24,113,5465.7237
GREEN,24,113,5464.84
GREEN,24,113,5464.1313
GREEN,24,113,5463.8546
GREEN,24,113,5463.2537
GREEN,24,113,5458.807
GREEN,24,113,5453.73393
GREEN,24,113,5451.4118
GREEN,24,113,5450.99327
GREEN,24,113,5447.8352
GREEN,24,113,5442.7264
GREEN,24,113,5442.11354
GREEN,24,113,5439.6494
GREEN,24,113,5438.8991
GREEN,24,113,5437.4035
GREEN,24,113,5437.2345
GREEN,24,113,5436.6333
GREEN,24,113,5435.66188
GREEN,24,113,5435.3878
GREEN,24,113,5435.2102
GREEN,24,113,5434.803
GREEN,24,113,5434.2696
GREEN,24,113,5433.115
GREEN,24,113,5432.62142
GREEN,24,113,5430.6144
GREEN,24,113,5429.1294
GREEN,24,113,5427.9156
GREEN,24,113,5427.18642
GREEN,24,113,5426.2389
GREEN,24,113,5425.51552
GREEN,24,113,5423.3432
GREEN,24,113,5423.1696
GREEN,24,113,5420.6349
GREEN,24,113,5419.7281
GREEN,24,113,5419.3146
GREEN,24,113,5418.99173
GREEN,24,113,5412.27297
GREEN,24,113,5409.1569
GREEN,24,113,5408.2581
GREEN,24,113,5404.70145
GREEN,25,112,5516.40495
GREEN,25,112,5512.5918
GREEN,25,112,5512.2136
GREEN,25,112,5512.0286
GREEN,25,112,5511.52428
GREEN,25,112,5510.08877
GREEN,25,112,5509.06855
GREEN,25,112,5508.4497
GREEN,25,112,5505.83117
GREEN,25,112,5503.4717
GREEN,25,112,5502.80977
GREEN,25,112,5501.5616
GREEN,25,112,5501.17555
GREEN,25,112,5500.78302
GREEN,25,112,5497.66386
GREEN,25,112,5496.0907
GREEN,25,112,5495.85709
GREEN,25,112,5494.73022
GREEN,25,112,5494.16939
GREEN,25,112,5490.6136
GREEN,25,112,5490.4501
GREEN,25,112,5490.1535
GREEN,25,112,5489.3663
GREEN,25,112,5486.0848
GREEN,25,112,5485.6705
GREEN,25,112,5484.0246
GREEN,25,112,5482.4127
GREEN,25,112,5480.5972
GREEN,25,112,5480.2661
GREEN,25,112,5476.3864
GREEN,25,112,5476.25552
GREEN,25,112,5472.27927
GREEN,25,112,5471.6659
GREEN,25,112,5468.6894
GREEN,25,112,5465.7237
GREEN,25,112,5465.2878
GREEN,25,112,5464.84
GREEN,25,112,5464.1313
GREEN,25,112,5463.8546
GREEN,25,112,5463.2537
GREEN,25,112,5458.807
GREEN,25,112,5453.73393
GREEN,25,112,5451.4118
GREEN,25,112,5450.99327
GREEN,26,111,5565.7461
GREEN,26,111,5561.43526
GREEN,26,111,5559.88599
GREEN,26,111,5559.4629
GREEN,26,111,5558.8518
GREEN,26,111,5558.58887
GREEN,26,111,5557.692
GREEN,26,111,5557.0746
GREEN,26,111,5554.16508
GREEN,26,111,5552.9135
GREEN,26,111,5552.7333
GREEN,26,111,5549.9193
GREEN,26,111,5549.71684
GREEN,26,111,5548.6743
GREEN,26,111,5547.6601
GREEN,26,111,5547.3463
GREEN,26,111,5544.42959
GREEN,26,111,5543.4755
GREEN,26,111,5543.1205
GREEN,26,111,5542.68575
GREEN,26,111,5541.44922
GREEN,26,111,5540.80028
GREEN,26,111,5540.14653
GREEN,26,111,5540.0315
GREEN,26,111,5539.0947
GREEN,26,111,5538.6671
GREEN,26,111,5538.5181
GREEN,26,111,5537.5084
GREEN,26,111,5532.2339
GREEN,26,111,5531.611
GREEN,26,111,5530.6335
GREEN,26,111,5529.76305
GREEN,26,111,5528.83043
GREEN,26,111,5528.066
GREEN,26,111,5525.7527
GREEN,26,111,5524.7005
GREEN,26,111,5523.2867
GREEN,26,111,5520.7679
GREEN,26,111,5520.52265
GREEN,26,111,5516.40495
GREEN,26,111,5512.5918
GREEN,26,111,5512.2136
GREEN,26,111,5512.0286
GREEN,26,111,5511.52428
GREEN,26,111,5510.08877
GREEN,26,111,5509.06855
GREEN,26,111,5508.4497
GREEN,26,111,5505.83117
GREEN,26,111,5503.4717
GREEN,26,111,5502.80977
GREEN,26,111,5501.5616
GREEN,26,111,5501.17555
GREEN,26,111,5500.78302
GREEN,27,110,5614.1755
GREEN,27,110,5613.62602
GREEN,27,110,5612.2387
GREEN,27,110,5611.78829
GREEN,27,110,5611.66184
GREEN,27,110,5611.1308
GREEN,27,110,5608.7476
GREEN,27,110,5607.94253
GREEN,27,110,5606.07155
GREEN,27,110,5604.1818
GREEN,27,110,5603.15832
GREEN,27,110,5601.20968
GREEN,27,110,5597.3999
GREEN,27,110,5597.1642
GREEN,27,110,5596.61709
GREEN,27,110,5595.16505
GREEN,27,110,5590.4222
GREEN,27,110,5589.2863
GREEN,27,110,5587.3974
GREEN,27,110,5585.3128
GREEN,27,110,5584.4173
GREEN,27,110,5584.2305
GREEN,27,110,5583.9171
GREEN,27,110,5582.3047
GREEN,27,110,5581.9442
GREEN,27,110,5581.62633
GREEN,27,110,5580.9076
GREEN,27,110,5577.75313
GREEN,27,110,5577.5424
GREEN,27,110,5576.4631
GREEN,27,110,5574.90123
GREEN,27,110,5573.6444
GREEN,27,110,5572.73848
GREEN,27,110,5572.474
GREEN,27,110,5569.5595
GREEN,27,110,5565.7461
GREEN,27,110,5561.43526
GREEN,27,110,5559.88599
GREEN,27,110,5559.4629
GREEN,27,110,5558.8518
GREEN,27,110,5558.58887
GREEN,27,110,5557.692
GREEN,27,110,5557.0746
GREEN,27,110,5554.16508
GREEN,27,110,5552.9135
GREEN,27,110,5552.7333
GREEN,27,110,5549.9193
GREEN,27,110,5549.71684
GREEN,28,109,5667.2005
GREEN,28,109,5666.75195
GREEN,28,109,5666.19322
GREEN,28,109,5664.6129
GREEN,28,109,5662.2308
GREEN,28,109,5659.4956
GREEN,28,109,5659.2087
GREEN,28,109,5658.7526
GREEN,28,109,5658.2988
GREEN,28,109,5655.5938
GREEN,28,109,5651.926
GREEN,28,109,5650.55872
GREEN,28,109,5649.2729
GREEN,28,109,5648.0186
GREEN,28,109,5647.4611
GREEN,28,109,5647.23583
GREEN,28,109,5647.09141
GREEN,28,109,5644.6757
GREEN,28,109,5643.30017
GREEN,28,109,5643.1237
GREEN,28,109,5641.31164
GREEN,28,109,5634.85875
GREEN,28,109,5634.4352
GREEN,28,109,5631.8601
GREEN,28,109,5630.8736
GREEN,28,109,5626.4751
GREEN,28,109,5621.5355
GREEN,28,109,5620.5668
GREEN,28,109,5619.202
GREEN,28,109,5618.8486
GREEN,28,109,5618.2523
GREEN,28,109,5617.2881
GREEN,28,109,5616.87832
GREEN,28,109,5613.62602
GREEN,28,109,5612.2387
GREEN,28,109,5611.78829
GREEN,28,109,5611.66184
GREEN,28,109,5607.94253
GREEN,28,109,5606.8523
GREEN,28,109,5606.07155
GREEN,28,109,5604.1818
GREEN,28,109,5603.15832
GREEN,28,109,5601.20968
GREEN,29,108,5719.112
GREEN,29,108,5718.757
GREEN,29,108,5717.309
GREEN,29,108,5713.5798
GREEN,29,108,5710.2629
GREEN,29,108,5708.68669
GREEN,29,108,5707.2203
GREEN,29,108,5704.233
GREEN,29,108,5702.49931
GREEN,29,108,5702.2779
GREEN,29,108,5702.0394
GREEN,29,108,5699.87465
GREEN,29,108,5697.9715
GREEN,29,108,5692.2724
GREEN,29,108,5688.927
GREEN,29,108,5688.4533
GREEN,29,108,5686.76945
GREEN,29,108,5680.5806
GREEN,29,108,5678.62799
GREEN,29,108,5676.56099
GREEN,29,108,5675.4107
GREEN,29,108,5668.70057
GREEN,29,108,5667.9923
GREEN,29,108,5667.2005
GREEN,29,108,5666.75195
GREEN,29,108,5666.19322
GREEN,29,108,5664.6129
GREEN,29,108,5662.2308
GREEN,29,108,5659.4956
GREEN,29,108,5659.2087
GREEN,29,108,5658.7526
GREEN,29,108,5658.2988
GREEN,29,108,5657.0587
GREEN,29,108,5655.5938
GREEN,30,107,5773.3608
GREEN,30,107,5769.78084
GREEN,30,107,5769.3781
GREEN,30,107,5765.12727
GREEN,30,107,5764.3924
GREEN,30,107,5763.1266
GREEN,30,107,5754.62197
GREEN,30,107,5751.3808
GREEN,30,107,5750.98299
GREEN,30,107,5750.33543
GREEN,30,107,5749.9163
GREEN,30,107,5748.979
GREEN,30,107,5748.7873
GREEN,30,107,5743.6765
GREEN,30,107,5743.42147
GREEN,30,107,5737.62068
GREEN,30,107,5734.56561
GREEN,30,107,5729.2992
GREEN,30,107,5727.1689
GREEN,30,107,5726.97663
GREEN,30,107,5726.5988
GREEN,30,107,5726.05182
GREEN,30,107,5725.82482
GREEN,30,107,5723.0111
GREEN,30,107,5721.20919
GREEN,30,107,5719.112
GREEN,30,107,5718.757
GREEN,30,107,5717.309
GREEN,30,107,5713.5798
GREEN,30,107,5708.68669
GREEN,30,107,5707.2203
GREEN,31,106,5824.4075
GREEN,31,106,5821.2175
GREEN,31,106,5820.7392
GREEN,31,106,5820.0638
GREEN,31,106,5819.3477
GREEN,31,106,5817.03416
GREEN,31,106,5814.5841
GREEN,31,106,5813.4527
GREEN,31,106,5810.2665
GREEN,31,106,5809.2912
GREEN,31,106,5807.3117
GREEN,31,106,5802.43795
GREEN,31,106,5800.08561
GREEN,31,106,5798.92686
GREEN,31,106,5798.0259
GREEN,31,106,5797.67543
GREEN,31,106,5794.03647
GREEN,31,106,5793.3091
GREEN,31,106,5791.2504
GREEN,31,106,5783.2625
GREEN,31,106,5781.4384
GREEN,31,106,5779.00252
GREEN,31,106,5777.7688
GREEN,31,106,5775.54753
GREEN,31,106,5773.3608
GREEN,31,106,5769.78084
GREEN,31,106,5769.3781
GREEN,31,106,5765.12727
GREEN,31,106,5764.3924
GREEN,31,106,5763.1266
GREEN,32,105,5880.7551
GREEN,32,105,5876.6155
GREEN,32,105,5875.9794
GREEN,32,105,5875.6651
GREEN,32,105,5874.2313
GREEN,32,105,5872.80993
GREEN,32,105,5872.1792
GREEN,32,105,5871.6775
GREEN,32,105,5871.47764
GREEN,32,105,5870.0013
GREEN,32,105,5868.4378
GREEN,32,105,5865.34378
GREEN,32,105,5861.2936
GREEN,32,105,5861.1498
GREEN,32,105,5860.3776
GREEN,32,105,5860.2645
GREEN,32,105,5857.1211
GREEN,32,105,5855.7432
GREEN,32,105,5855.09706
GREEN,32,105,5854.30323
GREEN,32,105,5854.1069
GREEN,32,105,5847.53938
GREEN,32,105,5845.42622
GREEN,32,105,5843.6693
GREEN,32,105,5842.25962
GREEN,32,105,5841.4702
GREEN,32,105,5840.5685
GREEN,32,105,5833.98734
GREEN,32,105,5832.4439
GREEN,32,105,5830.726
GREEN,32,105,5824.4075
GREEN,32,105,5821.2175
GREEN,32,105,5820.7392
GREEN,32,105,5820.0638
GREEN,32,105,5819.3477
GREEN,32,105,5817.03416
GREEN,32,105,5814.5841
GREEN,32,105,5813.4527
GREEN,33,104,5939.5701
GREEN,33,104,5939.30851
GREEN,33,104,5938.8068
GREEN,33,104,5938.5194
GREEN,33,104,5938.03025
GREEN,33,104,5936.0534
GREEN,33,104,5934.0709
GREEN,33,104,5931.57726
GREEN,33,104,5931.1226
GREEN,33,104,5927.87402
GREEN,33,104,5927.53375
GREEN,33,104,5927.0454
GREEN,33,104,5920.58471
GREEN,33,104,5916.3097
GREEN,33,104,5916.02467
GREEN,33,104,5915.0031
GREEN,33,104,5912.8675
GREEN,33,104,5910.59485
GREEN,33,104,5910.56285
GREEN,33,104,5907.20717
GREEN,33,104,5906.8116
GREEN,33,104,5905.7961
GREEN,33,104,5904.2381
GREEN,33,104,5901.47903
GREEN,33,104,5898.4212
GREEN,33,104,5897.9974
GREEN,33,104,5896.91555
GREEN,33,104,5896.3319
GREEN,33,104,5894.0657
GREEN,33,104,5893.0837
GREEN,33,104,5889.8944
GREEN,33,104,5888.1628
GREEN,33,104,5887.33271
GREEN,33,104,5887.1305
GREEN,33,104,5880.7551
GREEN,33,104,5876.6155
GREEN,33,104,5875.9794
GREEN,33,104,5875.6651
GREEN,33,104,5874.2313
GREEN,33,104,5872.80993
GREEN,33,104,5872.1792
GREEN,33,104,5871.6775
GREEN,33,104,5871.47764
GREEN,33,104,5870.0013
GREEN,34,103,5995.78887
GREEN,34,103,5992.66636
GREEN,34,103,5991.4025
GREEN,34,103,5990.70361
GREEN,34,103,5987.9248
GREEN,34,103,5983.7529
GREEN,34,103,5977.8569
GREEN,34,103,5976.71989
GREEN,34,103,5971.39106
GREEN,34,103,5969.1625
GREEN,34,103,5962.4321
GREEN,34,103,5959.2385
GREEN,34,103,5957.9089
GREEN,34,103,5957.21159
GREEN,34,103,5955.2309
GREEN,34,103,5952.0755
GREEN,34,103,5950.4472
GREEN,34,103,5947.8822
GREEN,34,103,5946.29431
GREEN,34,103,5945.1433
GREEN,34,103,5945.1124
GREEN,34,103,5944.0052
GREEN,34,103,5942.2104
GREEN,34,103,5940.47051
GREEN,34,103,5940.10214
GREEN,34,103,5939.5701
GREEN,34,103,5939.30851
GREEN,34,103,5938.8068
GREEN,34,103,5938.5194
GREEN,34,103,5938.03025
GREEN,34,103,5936.0534
GREEN,34,103,5934.0709
GREEN,34,103,5931.57726
GREEN,34,103,5931.1226
GREEN,34,103,5927.87402
GREEN,34,103,5927.53375
GREEN,34,103,5927.5064
GREEN,34,103,5927.0454
RED,0,102,6050.72591
RED,0,102,6040.35254
RED,0,102,6039.36928
RED,0,102,6032.11475
RED,0,102,6031.3185
RED,0,102,6022.70306
RED,0,102,6018.0232
RED,0,102,6017.0877
RED,0,102,6013.19868
RED,0,102,6008.73581
RED,0,102,6006.82806
RED,0,102,6002.86531
RED,0,102,6002.42412
RED,0,102,5995.78887
RED,0,102,5992.66636
RED,0,102,5990.70361
RED,1,101,6116.23143
RED,1,101,6114.52966
RED,1,101,6104.28381
RED,1,101,6103.41407
RED,1,101,6100.77165
RED,1,101,6089.71578
RED,1,101,6088.9476
RED,1,101,6087.05937
RED,1,101,6086.9399
RED,1,101,6081.1564
RED,1,101,6080.10402
RED,1,101,6078.78809
RED,1,101,6074.7849
RED,1,101,6072.0218
RED,1,101,6070.70069
RED,1,101,6068.1747
RED,1,101,6067.4593
RED,1,101,6059.8586
RED,1,101,6057.2701
RED,1,101,6055.05695
RED,1,101,6052.65699
RED,2,100,6171.52931
RED,2,100,6166.18531
RED,2,100,6163.05835
RED,2,100,6158.79159
RED,2,100,6157.2844
RED,2,100,6156.21929
RED,2,100,6155.77143
RED,2,100,6139.6245
RED,2,100,6135.5112
RED,2,100,6134.7542
RED,2,100,6134.5605
RED,2,100,6131.242
RED,2,100,6129.1158
RED,2,100,6126.17574
RED,2,100,6125.7638
RED,2,100,6125.52774
RED,2,100,6123.10189
RED,2,100,6122.25073
RED,2,100,6117.85886
RED,2,100,6116.23143
RED,2,100,6114.52966
RED,2,100,6109.22428
RED,2,100,6106.24878
RED,3,99,6236.58002
RED,3,99,6234.699
RED,3,99,6228.0921
RED,3,99,6226.24911
RED,3,99,6223.04053
RED,3,99,6222.7805
RED,3,99,6221.73202
RED,3,99,6210.405
RED,3,99,6209.4671
RED,3,99,6208.93737
RED,3,99,6205.8451
RED,3,99,6202.149
RED,3,99,6199.93755
RED,3,99,6195.5704
RED,3,99,6193.61848
RED,3,99,6190.8573
RED,3,99,6189.83726
RED,3,99,6182.41518
RED,3,99,6180.14098
RED,3,99,6171.52931
RED,4,98,6302.6589
RED,4,98,6294.98279
RED,4,98,6294.63157
RED,4,98,6293.7994
RED,4,98,6293.3684
RED,4,98,6292.9312
RED,4,98,6291.2269
RED,4,98,6288.99401
RED,4,98,6287.0165
RED,4,98,6280.9037
RED,4,98,6278.974
RED,4,98,6277.90113
RED,4,98,6275.85197
RED,4,98,6273.27886
RED,4,98,6267.907
RED,4,98,6263.15002
RED,4,98,6262.79619
RED,4,98,6260.3379
RED,4,98,6259.1544
RED,4,98,6247.8997
RED,4,98,6246.7706
RED,4,98,6242.67977
RED,4,98,6236.58002
RED,4,98,6234.699
RED,5,97,6365.0298
RED,5,97,6360.895
RED,5,97,6360.379
RED,5,97,6357.66799
RED,5,97,6357.38709
RED,5,97,6350.49279
RED,5,97,6347.87549
RED,5,97,6344.61323
RED,5,97,6341.42094
RED,5,97,6339.37258
RED,5,97,6333.1651
RED,5,97,6329.02723
RED,5,97,6328.11616
RED,5,97,6323.5668
RED,5,97,6318.9299
RED,5,97,6317.52146
RED,5,97,6312.55563
RED,5,97,6307.0201
RED,5,97,6305.9872
RED,5,97,6304.99385
RED,5,97,6303.1562
RED,5,97,6302.6589
RED,5,97,6300.6452
RED,5,97,6294.98279
RED,5,97,6294.63157
RED,6,96,6426.5888
RED,6,96,6423.8822
RED,6,96,6417.8758
RED,6,96,6417.3115
RED,6,96,6415.9131
RED,6,96,6415.38722
RED,6,96,6413.67135
RED,6,96,6410.3704
RED,6,96,6408.21695
RED,6,96,6402.46464
RED,6,96,6398.718
RED,6,96,6395.817
RED,6,96,6394.1359
RED,6,96,6391.8932
RED,6,96,6391.1585
RED,6,96,6391.1416
RED,6,96,6390.57956
RED,6,96,6389.1612
RED,6,96,6383.1243
RED,6,96,6381.4368
RED,6,96,6378.6934
RED,6,96,6373.8863
RED,6,96,6373.7051
RED,6,96,6370.89986
RED,6,96,6365.0298
RED,6,96,6361.4326
RED,6,96,6360.379
RED,7,95,6502.4547
RED,7,95,6494.99137
RED,7,95,6492.53054
RED,7,95,6490.6765
RED,7,95,6489.274
RED,7,95,6483.0927
RED,7,95,6473.0023
RED,7,95,6469.4616
RED,7,95,6468.142
RED,7,95,6464.39894
RED,7,95,6462.2603
RED,7,95,6457.0498
RED,7,95,6452.7389
RED,7,95,6451.7886
RED,7,95,6448.55286
RED,7,95,6447.9159
RED,7,95,6447.4212
RED,7,95,6439.54043
RED,7,95,6426.5888
RED,8,94,6571.4474
RED,8,94,6566.25773
RED,8,94,6561.8694
RED,8,94,6560.68695
RED,8,94,6555.97077
RED,8,94,6551.996
RED,8,94,6547.5273
RED,8,94,6543.8553
RED,8,94,6539.4191
RED,8,94,6538.9844
RED,8,94,6524.3016
RED,8,94,6523.84538
RED,8,94,6510.84863
RED,8,94,6510.1602
RED,8,94,6508.78488
RED,8,94,6505.307
RED,8,94,6503.7882
RED,8,94,6502.4547
RED,8,94,6494.99137
RED,9,93,6640.74537
RED,9,93,6635.2902
RED,9,93,6621.77408
RED,9,93,6619.99489
RED,9,93,6619.3423
RED,9,93,6615.1998
RED,9,93,6607.24053
RED,9,93,6605.444
RED,9,93,6604.586
RED,9,93,6598.7846
RED,9,93,6595.2839
RED,9,93,6590.1598
RED,9,93,6587.5134
RED,9,93,6586.43133
RED,9,93,6586.191
RED,9,93,6582.0469
RED,9,93,6579.03119
RED,9,93,6577.9386
RED,9,93,6571.4474
RED,9,93,6566.883
RED,9,93,6566.25773
RED,10,92,6713.10446
RED,10,92,6705.9034
RED,10,92,6705.7457
RED,10,92,6699.5613
RED,10,92,6697.98844
RED,10,92,6696.3442
RED,10,92,6695.8552
RED,10,92,6694.5737
RED,10,92,6685.894
RED,10,92,6685.21246
RED,10,92,6681.9251
RED,10,92,6680.55057
RED,10,92,6676.53971
RED,10,92,6675.4225
RED,10,92,6670.6578
RED,10,92,6665.5369
RED,10,92,6660.51604
RED,10,92,6657.3266
RED,10,92,6656.2046
RED,10,92,6652.3981
RED,10,92,6650.7938
RED,10,92,6650.3312
RED,10,92,6648.376
RED,10,92,6640.74537
RED,11,91,6782.2844
RED,11,91,6781.99644
RED,11,91,6780.18309
RED,11,91,6774.9669
RED,11,91,6771.9758
RED,11,91,6762.7588
RED,11,91,6760.069
RED,11,91,6758.9738
RED,11,91,6758.31765
RED,11,91,6755.5233
RED,11,91,6753.291
RED,11,91,6744.7453
RED,11,91,6740.03996
RED,11,91,6736.9851
RED,11,91,6735.60747
RED,11,91,6734.5086
RED,11,91,6731.7909
RED,11,91,6730.6162
RED,11,91,6729.97572
RED,11,91,6729.31533
RED,11,91,6728.1654
RED,11,91,6719.239
RED,11,91,6717.0429
RED,11,91,6715.82352
RED,11,91,6713.10446
RED,12,90,6857.5819
RED,12,90,6857.2073
RED,12,90,6855.4149
RED,12,90,6854.2446
RED,12,90,6848.3682
RED,12,90,6831.2322
RED,12,90,6830.91985
RED,12,90,6826.56072
RED,12,90,6825.3915
RED,12,90,6817.4941
RED,12,90,6814.6555
RED,12,90,6814.3719
RED,12,90,6812.4291
RED,12,90,6811.5572
RED,12,90,6811.3885
RED,12,90,6810.98
RED,12,90,6800.6218
RED,12,90,6800.3638
RED,12,90,6793.10929
RED,12,90,6790.71393
RED,13,89,6938.5662
RED,13,89,6921.9487
RED,13,89,6918.03648
RED,13,89,6911.7552
RED,13,89,6894.1518
RED,13,89,6891.20401
RED,13,89,6890.7354
RED,13,89,6888.30787
RED,13,89,6885.2126
RED,13,89,6884.7097
RED,13,89,6882.6713
RED,13,89,6876.64962
RED,13,89,6872.6222
RED,13,89,6870.34605
RED,13,89,6868.65794
RED,13,89,6868.261
RED,13,89,6868.0518
RED,14,88,7020.50294
RED,14,88,7017.2518
RED,14,88,7016.9038
RED,14,88,7002.73436
RED,14,88,6994.96573
RED,14,88,6987.9575
RED,14,88,6987.402
RED,14,88,6983.0066
RED,14,88,6971.2193
RED,14,88,6964.2323
RED,14,88,6954.8847
RED,14,88,6950.3113
RED,14,88,6950.1215
RED,14,88,6947.40601
RED,14,88,6945.5258
RED,14,88,6944.45284
RED,14,88,6938.5662
RED,15,87,7091.2941
RED,15,87,7090.7772
RED,15,87,7086.12215
RED,15,87,7077.28439
RED,15,87,7074.34314
RED,15,87,7073.4283
RED,15,87,7073.0441
RED,15,87,7066.39928
RED,15,87,7063.3414
RED,15,87,7062.60052
RED,15,87,7061.98797
RED,15,87,7061.4707
RED,15,87,7060.4356
RED,15,87,7057.845
RED,15,87,7056.3633
RED,15,87,7047.7399
RED,15,87,7038.22362
RED,15,87,7035.2982
RED,15,87,7034.8703
RED,15,87,7028.3988
RED,15,87,7025.4645
RED,15,87,7023.2208
