,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2
132,2878.2913842241287,-0.0067856029069872014,1.2193697759790675e-06,5.045512494129129e-12,8.5588,8.708,0,4079
133,2893.590661287064,-0.006934851194566507,1.3007016213151667e-06,-1.3986949053773406e-12,4.0809,4.0022,0,4079
134,2956.9246709518666,-0.0072845746730091495,1.2309815644071819e-06,1.6005195295638193e-11,9.4924,9.3779,0,4079
135,2977.3230378687786,-0.007518872004183564,1.3786794070680002e-06,-6.152239540168668e-12,6.8792,7.1289,0,4079
136,2996.338221112188,-0.007539264301731727,1.3055431347693084e-06,5.367739095489262e-12,9.576,9.3601,0,4079
137,3015.533286431831,-0.008093032051240363,1.6908927336236947e-06,-6.193854838556327e-11,8.6399,8.5173,0,4079
138,3030.7251614731604,-0.007838060188194714,1.4603074723618559e-06,-1.3735937800254054e-11,4.1419,3.9638,0,4079
139,3096.6575007548095,-0.008156001487293838,1.3536792725874979e-06,1.108933807093442e-11,9.4868,9.3898,0,4079
140,3117.044189769541,-0.008297453597595142,1.4290278022342163e-06,1.931468457327366e-12,6.7969,7.1962,0,4079
141,3136.0481555948663,-0.008390199130633779,1.435496721199835e-06,-2.017237818739837e-12,9.5026,9.4462,0,4079
142,3155.2459162207338,-0.00879746010155632,1.6698150030299115e-06,-3.945233506152781e-11,8.5538,8.6164,0,4079
143,3170.4568841977243,-0.008594076663441232,1.4987418221603993e-06,-3.8121667698417595e-12,4.1,3.9988,0,4079
144,3239.091101448195,-0.009143445990639988,1.5656984997890616e-06,-1.1355255513812879e-11,9.4119,9.4651,0,4079
145,3259.5208426652607,-0.009319961647256313,1.648403447175215e-06,-1.8913838229112853e-11,6.9262,7.062,0,4079
146,3278.5047531928603,-0.009226568464540457,1.503640334673418e-06,4.853802388498138e-12,9.5697,9.3499,0,4079
147,3297.682846225936,-0.009607699970424856,1.7342311561055575e-06,-3.410221230374107e-11,8.6501,8.5041,0,4079
148,3312.9511535305464,-0.009559003014959766,1.6670749731581803e-06,-1.3704630294238299e-11,4.2541,3.8678,0,4079
149,3384.4476580021246,-0.010537994703475486,2.035380685408175e-06,-7.224806515622458e-11,9.4227,9.4535,0,4079
150,3404.7778677840765,-0.010274069005827533,1.8012291232093136e-06,-2.7525938422275533e-11,6.8382,7.1548,0,4079
151,3423.8965496199135,-0.010741819459486155,2.0684403149904605e-06,-7.495773815428018e-11,9.518,9.4516,0,4079
152,3442.8756697166355,-0.01024933524583964,1.6495605104047477e-06,-2.757792827620392e-13,8.5484,8.6662,0,4079
153,3458.233494604689,-0.010554805202306774,1.8614016008517915e-06,-3.077532728300487e-11,4.2737,3.8641,0,4079
154,3532.472588902214,-0.011118890507338188,1.905294422137198e-06,-3.258478217426941e-11,9.3948,9.4842,0,4079
155,3552.9446648369953,-0.011354512820923045,2.0253415617089236e-06,-4.677916284948823e-11,6.8855,7.1104,0,4079
156,3571.8878815604407,-0.011194215539801636,1.8619386663578206e-06,-2.2829933072282658e-11,9.4264,9.4964,0,4079
157,3591.056134275897,-0.011361839943793228,1.910929509059085e-06,-2.7169363594978777e-11,8.5036,8.6288,0,4079
158,3605.699735986284,-0.008863183714272629,-3.5623646449641657e-09,3.5758318700447673e-10,4.5831,3.5144,0,4079
159,3683.4753926728044,-0.011783522184248049,1.848396070340209e-06,-6.757890816080683e-12,9.3825,9.2522,0,4079
160,3704.003248927484,-0.012067519173278989,1.9770686207373835e-06,-2.0350642136442326e-11,6.7832,7.2119,0,4079
161,3722.959081258891,-0.012018483013804508,1.9088747103562002e-06,-1.288241901582891e-11,9.4615,9.3027,0,4079
162,3742.2074984460614,-0.01242819981707163,2.111467825331599e-06,-4.1647973090063004e-11,8.6973,8.5637,0,4079
163,3757.5527790455426,-0.012539641770044139,2.187161228878991e-06,-4.815590180396902e-11,4.2133,3.9564,0,4079
164,3837.648731818356,-0.012804310265001954,2.0168661837690428e-06,-1.7172563315457014e-11,9.3736,9.5,0,4079
165,3858.2038623006906,-0.013129076886461978,2.182345951776751e-06,-3.651441805732016e-11,6.882,7.1033,0,4079
166,3877.1754053687955,-0.013123154486517543,2.1332229704582587e-06,-3.135749476880318e-11,9.6384,9.3585,0,4079
167,3896.3354943122285,-0.01319331318897893,2.103985190641483e-06,-2.2324771167980586e-11,8.6415,8.5842,0,4079
168,3911.685117882573,-0.013231621357653553,2.1368053938168824e-06,-2.2765711371767497e-11,4.2368,4.0271,0,4079
169,3995.0538026044956,-0.014080656089526236,2.3509384703280044e-06,-5.3376683986415865e-11,9.3776,9.514,0,4079
170,4015.547367232213,-0.014101996981028113,2.3094398821161116e-06,-3.856891460349017e-11,6.8974,7.1209,0,4079
171,4034.542403456907,-0.01413043056020379,2.274387236021559e-06,-3.573805614060058e-11,9.4376,9.5399,0,4079
172,4053.7314525960032,-0.014233464853634538,2.2675473669741323e-06,-2.950001346970115e-11,8.4601,8.7478,0,4079
173,4069.1828424107193,-0.014505630498856479,2.4519373560957755e-06,-5.344437429768735e-11,4.3254,3.9734,0,4079
