,Coeff0,Coeff1,Coeff2,Coeff3,BottomEdge,TopEdge,X1,X2
51,994.4781382764189,0.004510254751922472,-2.3086506031304067e-07,-5.518789525419026e-12,7.2027,7.2054,0,4079
52,1013.6940051178973,0.004510501466593246,-2.399317911295048e-07,-4.51160983474756e-12,9.5864,10.0928,0,4079
53,1033.213981484566,0.004605157052903951,-2.725082331342478e-07,-1.3837528714262034e-12,8.9072,8.9177,0,4079
54,1048.8608063952042,0.004540684700717459,-2.466003896552888e-07,-4.049978510443922e-12,4.0725,4.0977,0,4079
55,1084.0175908115546,0.0037832382315688864,-1.4373831603580228e-07,-6.044864583430205e-12,9.4377,9.9704,0,4079
56,1104.8582018317327,0.0039099145884121545,-1.9924928789825824e-07,1.5801391375028413e-12,7.173,7.2418,0,4079
57,1124.1499366384687,0.0037436935701129813,-1.2795001465117392e-07,-8.14534603620294e-12,9.5574,10.0872,0,4079
58,1143.6659769672858,0.003854709657689794,-1.738307569124846e-07,-2.7358100472138585e-12,8.9128,8.8743,0,4079
59,1159.2327621950215,0.003906632581031524,-1.9206281486614723e-07,-9.376812359108996e-13,4.1143,4.0493,0,4079
60,1196.8573417072844,0.003058117824185059,-3.814081737835883e-08,-1.1425838660280192e-11,9.4186,9.9823,0,4079
61,1217.6932862646304,0.003242391887192666,-1.6336720964121278e-07,1.2634491454549034e-11,7.1432,7.2755,0,4079
62,1236.976761879992,0.0029886370540982525,1.2327780416833558e-08,-2.1133268838663254e-11,9.5788,10.0727,0,4079
63,1256.4514681146138,0.0032156025262190225,-1.1793303644576673e-07,-4.657806008265379e-13,8.9273,8.852,0,4079
64,1272.017561569535,0.0032625171721946855,-1.4281488829618605e-07,4.319789358497683e-12,4.0781,4.0954,0,4079
65,1312.180022551053,0.002356193457313145,4.326411295754265e-08,-1.1537881067569224e-11,9.4611,9.9358,0,4079
66,1332.9260957347492,0.002663236992805652,-1.240689591834281e-07,1.545126470752739e-11,7.1945,7.2222,0,4079
67,1352.2693992075826,0.0023347044450410114,6.175520895330064e-08,-1.5376611816638556e-11,9.3765,10.2635,0,4079
68,1371.7673540736944,0.0024649220843128007,-7.75214896239797e-09,-5.335181208959495e-12,8.7365,8.8894,0,4079
69,1387.3406646652127,0.0024911696275715725,-1.750666403000483e-08,-3.726640487176311e-12,4.129,4.0509,0,4079
70,1430.0855967152086,0.0016137286576981052,1.5282409925018178e-07,-1.7702033599823163e-11,9.3257,9.9802,0,4079
71,1450.8396815124665,0.0019509785054407903,-5.6544486474353296e-08,1.9249640767930448e-11,7.1769,7.2535,0,4079
72,1470.2092369882957,0.0015262030435276128,2.053186480178053e-07,-2.688619053304246e-11,9.3906,10.2298,0,4079
73,1489.6961548949569,0.0017105674935424938,7.732994237233412e-08,-3.731862744183474e-12,8.7702,8.8505,0,4079
74,1505.1833968264805,0.0018694578828426548,1.1309853402457533e-08,4.466681520019339e-12,4.1382,4.0516,0,4079
75,1550.619628934787,0.0009717307009992685,2.0203102879560768e-07,-1.3998341225234758e-11,9.498,9.8972,0,4079
76,1571.5603270656825,0.000961195485762159,1.5409168426174667e-07,8.440895125382837e-13,7.2343,7.2066,0,4079
77,1590.6401485013737,0.0010598757496315986,1.664866269809172e-07,-1.0467297314717609e-11,9.5996,10.0679,0,4079
78,1610.1086089411017,0.0012478019139572157,4.250866044407619e-08,1.1264226636904894e-11,8.9113,8.8969,0,4079
79,1625.8526590829867,0.0009524213891536226,1.881626208800185e-07,-9.345204411631434e-12,4.1741,4.0106,0,4079
80,1673.9624304081105,0.00022321957063615568,2.943939647203442e-07,-1.4945057880906983e-11,9.3989,10.0114,0,4079
81,1694.9041812565483,0.00011469865079015436,3.185436946545535e-07,-1.3683701397404715e-11,7.1404,7.2989,0,4079
82,1714.1278880071254,0.00012930819453972275,3.2268420810615726e-07,-1.833418019421889e-11,9.5971,10.0592,0,4079
83,1733.7199313326114,7.028751233633534e-05,3.2890155614459596e-07,-1.7342451757488812e-11,8.9373,8.8592,0,4079
84,1749.0978156322622,0.0003731937844220114,2.0036589720860453e-07,-4.096417266856128e-13,4.1097,4.0847,0,4079
85,1800.0411812279276,-0.00015112670708132284,1.7582081806746511e-07,1.5497869741204137e-11,9.4378,9.9656,0,4079
86,1821.1462855234427,-0.0005713293011126693,3.5310652036387926e-07,-5.977307715331025e-12,7.1581,7.2843,0,4079
87,1840.3515401243326,-0.00022335148592559704,1.3450351627436754e-07,2.6583171892944727e-11,9.5701,10.0152,0,4079
